caption,url,pos_sims,neg_sims,score
asian cabbage lettuce wraps with a mango peanut dipping sauce,https://149366112.v2.pressablecdn.com/wp-content/uploads/2018/08/tacos-1.jpg,0.3970810448393363,0.48411202497057176,-0.08703098013123545
a bunch of green mangoes hanging on a branch stock photography,https://thumbs.dreamstime.com/b/mango-tree-fruit-both-sweet-sour-taste-mango-tree-tropical-fruit-146938652.jpg,0.5742912212177846,0.6421029708846405,-0.06781174966685588
"mango salsa with red bell peppers, cilantro and fresh cilant in a white bowl on a",https://i2.wp.com/whoneedsacape.com/wp-content/uploads/2015/02/MangoSalsaH.jpg?resize=600%2C400&ssl=1,0.5713469331266672,0.7237336807489304,-0.15238674762226323
fresh mangoes hanging on the tree,https://thumbs.dreamstime.com/b/mango-tree-fruit-both-sweet-sour-taste-mango-tree-tropical-fruit-146938534.jpg,0.6448428773568621,0.815461126159136,-0.17061824880227394
a woman wearing the blue jacket and jeans from mango tree and white shirt,http://www.smh.com.au/content/dam/images/h/0/7/t/1/e/image.imgtype.articleLeadwide.620x0.png/1513733164929.png,0.405334165551985,0.4316682447234354,-0.02633407917145042
yellow mango isolated on white background,http://l7.alamy.com/zooms/02868da1566e4d45a70ceea682005107/a-mango-isolated-on-the-white-background-d8mae4.jpg,0.7944114238018726,0.5586058389522973,0.23580558484957526
three popsicles with mango and yogurt on them,http://deliciouslittlebites.com/wp-content/uploads/2018/04/Mango-Coconut-Popsicles-Recipe-7.jpg,0.509183108152415,0.5500055416100668,-0.0408224334576518
blue mango fruit wall tapestry,"https://ctl.s6img.com/society6/img/m2_Ubn8IMGFSJXWvxikKBy0Z2CI/w_700/tapestries/standard/~artwork,fw_6500,fh_5525,fy_-488,iw_6500,ih_6500/s6-original-art-uploads/society6/uploads/misc/3609a546a1d94430b4e679753f7c0ac2/~~/tropical-mangosteen-fruit-pattern-on-the-blue-background-tapestries.jpg?wait=0&attempt=0",0.5515647352493966,0.5785356893768918,-0.026970954127495173
happy graduation mango tree with a mascot design vector illustration stock illustration,https://thumbs.dreamstime.com/b/graduation-mango-tree-cartoon-shape-vector-illustration-graduation-mango-tree-cartoon-shape-143314515.jpg,0.43241445480455376,0.4698247244557862,-0.03741026965123245
a bird on the mango art board print,"https://ih1.redbubble.net/image.394299490.7922/gbra,8x10,1000x1000-c,0,0,675,900.u14.jpg",0.5025509633243747,0.4963195154812358,0.006231447843138838
green mango with slice and cut pieces of mango,https://www.featurepics.com//StockImage/20110922/mango-fruit-stock-illustration-2004788.jpg,0.635637598598326,0.7140281801069966,-0.07839058150867062
coconut shrimp with mango dipping dip in a dish,https://www.theendlessmeal.com/wp-content/uploads/2019/10/Pinterest-coconut-shrimp-bold.jpg,0.4740850743406774,0.5697887287726776,-0.09570365443200018
there is an image of mango tree in the background,https://i.pinimg.com/originals/84/db/92/84db92dd2740508b4d9f81407bdba8f2.jpg,0.6359881103240039,0.6644830313584319,-0.028494921034427967
a mango with a slice on white background,"https://thumb1.shutterstock.com/display_pic_with_logo/118042/118042,1248944388,8/stock-photo-mango-with-section-on-a-white-background-34470583.jpg",0.8335827155747043,0.6441402136880988,0.1894425018866055
an artistic image of a mango royalty illustration,https://thumbs.dreamstime.com/b/grilled-steak-meat-vector-sketch-isolated-grilled-steak-meat-vector-sketch-isolated-white-background-109820797.jpg,0.6105352057788522,0.5356065203607415,0.07492868541811071
a bed or beds in a room at mango tree,https://q-cf.bstatic.com/images/hotel/max1024x768/146/146770224.jpg,0.44427702742673336,0.522260665985026,-0.0779836385582926
mango on a white plate with sliced mango,https://travelswitheli.com/wp-content/uploads/2020/02/20200209_114520-1024x674.jpg,0.7352496989880742,0.6654911142763102,0.069758584711764
a serving bowl with a bowl full of mango salsa,https://theviewfromgreatisland.com/wp-content/uploads/2017/07/grilled-chicken-with-peach-salsa-2832-July-26-2017-2.jpg,0.5147404903532973,0.8519364527715934,-0.3371959624182961
mangoes in a basket,https://t1.thpservices.com/previewimage/gallil/3ffe554ca7e85acfc6fac9bbf0144520/mwo-mw004090.jpg,0.6497188262730869,0.848390418236527,-0.1986715919634402
the fresh mangostem fruit in the philippines,https://img.freepik.com/free-photo/mangosteen-queen-fruit-fruit-market_41043-2071.jpg?size=626&ext=jpg,0.5308236981229864,0.48329872332084434,0.04752497480214202
"a bowl full of mango, pineapple and black bean quinoy",https://www.merchant-gourmet.com/app/uploads/wideimage/52fac2d8ba4a2678f766600f2e45c664.jpg,0.47699712584720216,0.656004889349544,-0.17900776350234188
group of mangoes in studio,https://thumbs.dreamstime.com/b/mango-one-most-popular-fruit-world-mango-one-most-popular-fruit-world-isolated-white-130187119.jpg,0.6632974759765348,0.6290296610397328,0.03426781493680198
a bowl filled with a scoop of mango sorbet,https://www.thebrightbird.com/wp-content/uploads/2018/07/mango-icecream-recipe.jpg,0.535356845805323,0.7298216693265408,-0.19446482352121786
mangoes and other fruits on sale at the market,http://l7.alamy.com/zooms/1608172b11b146c58bb6312027d83731/snacks-at-a-fruit-stand-in-merida-yucatan-mexico-d8ph92.jpg,0.5518331947614975,0.6033389926555902,-0.05150579789409271
mango fruit cartoon mascot design with a sign vector illustration royalty illustration,https://thumbs.dreamstime.com/b/sign-mango-slices-isolated-mascot-vector-illustration-sign-mango-slices-isolated-mascot-132994452.jpg,0.49499257129910884,0.4830539338444018,0.011938637454707024
the spicy mango habanero sauce and hot sauce,"https://images-workbench.99static.com/RenRXRe2CfzTEkwebkXOnJSpFkI=/1294x210:1948x864/fit-in/500x500/filters:fill(white,true):format(jpeg)/99designs-contests-attachments/69/69849/attachment_69849668",0.4602584085149128,0.4598180816450213,0.00044032686989148306
mangoes on a table,https://i.pinimg.com/originals/6f/7b/c1/6f7bc1d321148545b257b63e71b9a84a.jpg,0.695391797588084,0.7869343061835544,-0.09154250859547042
a mango cut in half and pieces on a plate,https://thumbs.dreamstime.com/b/partly-cut-mango-fruit-saucer-white-background-slices-ripe-rest-part-144890634.jpg,0.6615173645259015,0.636331338507913,0.025186026017988472
"the new yorker oversized wool jacket from mango, designed for the winter coat season mango, mango, yellow coat",https://st.mngbcn.com/rcs/pics/static/T5/fotos/S20/51030857_15_D3.jpg?ts=1561656775794&imwidth=1440&imdensity=1,0.39925547744454964,0.3487203202737828,0.05053515717076684
3 bowls filled with mango sorbet and some spoons,https://saltandbaker.com/wp-content/uploads/2019/02/Mango-Sorbet-6-.jpg,0.49104198557215906,0.6975202201146435,-0.20647823454248448
mango sticky cake singing on a microphone vector graphics royalty illustration,https://us.123rf.com/450wm/kongvector/kongvector1908/kongvector190804817/128459135-stock-vector-singing-mango-sticky-rice-in-the-cartoon.jpg?ver=6,0.4553934393492993,0.40977639644750885,0.04561704290179047
three scoops of no chute mango sorbet in cone on a gray background,https://domesticgothess.com/wp-content/uploads/2018/07/mango-sorbet.jpg,0.5243046322467446,0.6223422654651958,-0.09803763321845116
a bunch of mangoes on the tree,https://i.pinimg.com/originals/9a/e8/a2/9ae8a2ca2b4d87a8ab67e989f8813df4.jpg,0.6146347450922726,0.7323317081950244,-0.1176969631027518
l'oreal kids shampooing orange mango & sweet mandarin - 475ml,http://www.awesomeinventions.com/wp-content/uploads/2017/11/Things-From-The-90s-loreal-shampoo.jpg,0.44239297133261846,0.40559367821235137,0.036799293120267085
happy fishing mango fruit basket design concept,https://us.123rf.com/450wm/kongvector/kongvector1908/kongvector190804816/128459133-stock-vector-fishing-mango-sticky-rice-in-the-cartoon.jpg?ver=6,0.5237728522283569,0.6012165998219566,-0.07744374759359973
"salad made with lettuce, cabbage and mango in a large glass bowl",http://sofreshnsogreen.com/wp-content/uploads/2015/04/IMG_4919-1170x878.jpg,0.5100451514928124,0.6197872987828715,-0.10974214729005916
mango fruit in sailor cartoon mascot style vector illustration royalty illustration,https://thumbs.dreamstime.com/b/sailor-sapodilla-fruit-character-bowl-vector-illustration-sailor-sapodilla-fruit-character-bowl-135391126.jpg,0.4791271959602309,0.4645644978511147,0.014562698109116201
mango slices are cut and dried in a glass jar,https://www.casalagotastingroom.com/wp-content/uploads/2019/08/Mango-Chips-1187.jpg,0.5144374231178801,0.6628101159623444,-0.1483726928444643
judge mango sticky cake cartoon character design wearing glasses vector illustration royalty illustration,https://thumbs.dreamstime.com/b/judge-mango-sticky-rice-mascot-vector-illustration-judge-mango-sticky-rice-mascot-155888824.jpg,0.4295177802043837,0.42315363607320994,0.0063641441311737545
chilled mate can of mango,https://artofhealthyliving.com/wp-content/uploads/2019/03/Chilled-Mate-Yerba-Energy-Drink-Review.jpg,0.576684939231021,0.6681096080510207,-0.09142466881999967
a plate of food with sliced mangos and rice,"https://image.cookly.me/tr:h-544,w-824,pr-true,rt-auto/images/cook-with-us-with-fresh-ingredients-from-thai-gareden-to-the-wok-enjoy-the-time-a_9rgmMMw.jpg",0.5644762327513926,0.6283765793994499,-0.06390034664805733
a white bowl filled with mango and broccoli,https://pierreblake.com/wp-content/uploads/2016/09/37_grill_bar_restaurant_review_seoul-11.jpg,0.5524539591041298,0.6909008209006989,-0.13844686179656918
bunch of mangoes on a tree,https://images.picxy.com/cache/2020/4/9/9665db869287263ce20f28deb50a1770.jpg,0.6143947481801155,0.7286638080832974,-0.11426905990318192
pickled mangos from the philippines,https://cdn.shopify.com/s/files/1/0240/1235/7737/products/Pik-a-Pikel-Pickled-Mango-250g-Spicy-01_580x.jpg?v=1555224172,0.5179021933416407,0.5434516157166415,-0.025549422375000796
"a mango fruit with sliced pieces, isolated on white background royalty illustration",https://thumbs.dreamstime.com/b/mangosteen-thai-fruit-dark-purple-white-meat-inside-was-divided-petals-vector-illustration-176882899.jpg,0.6955386534405795,0.5627014814350366,0.1328371720055429
a pair of nudes from mango tango in beige and a matching box with heels,https://d2h1pu99sxkfvn.cloudfront.net/b0/8691172/431173104_TMmRqy4Z3l/P0.jpg,0.3985014805145175,0.41597355129538477,-0.017472070780867266
a sign with the words poisonous citruss and mangoes on it,https://www.worldatlas.com/r/w1200-h701-c1200x701/upload/f8/8d/30/shutterstock-314362862.jpg,0.45975595965441135,0.49889564647345713,-0.03913968681904578
"chef in white coat, gloves and rubber gloves slices up a mango on a plate",https://ak6.picdn.net/shutterstock/videos/14989216/thumb/1.jpg,0.5444636958945597,0.7737190164476337,-0.22925532055307407
green mangoes lying on a wooden background,http://l7.alamy.com/zooms/2786b64679984ef09806b49beefae921/ripe-avocado-fruits-on-the-top-of-wooden-table-heha9n.jpg,0.7387854033038411,0.5950598323787752,0.14372557092506588
a man cutting a mango into pieces,https://ak6.picdn.net/shutterstock/videos/14912446/thumb/1.jpg,0.5735117477909925,0.7020277333776117,-0.12851598558661925
a breakfast croissant sandwich with sliced mango and avocado,https://media-cdn.tripadvisor.com/media/photo-s/0d/90/78/26/photo0jpg.jpg,0.4606352120790024,0.48778699683940646,-0.027151784760404085
mangoes on a cutting board with one cut into slices,https://trixxo.files.wordpress.com/2013/07/06-mangoes.jpg?w=590&h=443,0.6351372916192698,0.653683867604789,-0.01854657598551923
mango with green leaves on white background royalty illustration,https://thumbs.dreamstime.com/b/isolated-yellow-mango-branch-fruit-one-hanging-tree-leaves-white-background-177618184.jpg,0.6685076209544285,0.5482175502288694,0.12029007072555908
the bedroom at house on mango tree,https://r-cf.bstatic.com/images/hotel/max500/231/231751619.jpg,0.3923048998946919,0.46106091722405673,-0.06875601732936482
a bed or beds in a room at villa mango,https://r-cf.bstatic.com/images/hotel/max1024x768/166/166663367.jpg,0.42739152051612483,0.48450747403332944,-0.05711595351720461
mango chia pudding topped with coconut milk,https://plants-rule.com/wp-content/uploads/2019/09/Coconut-Mango-Chia-Parfait-Healthy-Plant-Based-Gluten-Free-No-Refined-Sugar-or-Syrup-Vegan-Snack-Recipe-from-Plants-Rule-5.jpg,0.45828162341465667,0.5121562346869893,-0.05387461127233267
the mango menu,https://d4t7t8y8xqo0t.cloudfront.net/resized/1080X/restaurant%2F646346%2Fmenu%2F646346_1.jpg,0.5905820096198451,0.6226833834051348,-0.032101373785289766
mangoes hanging from a tree in a farm,https://media-cdn.tripadvisor.com/media/photo-s/01/5d/5a/c7/the-biggest-mango-s-i.jpg,0.6097672886513339,0.7829370183757505,-0.17316972972441658
a restaurant or other place to eat at mango breeze resort,https://r-cf.bstatic.com/images/hotel/max1024x768/249/249050116.jpg,0.3823804788490056,0.5378679005154938,-0.1554874216664882
the mango tree cafe & restaurant logo,https://d4t7t8y8xqo0t.cloudfront.net/resized/1080X/restaurant%2F644301%2Fmenu%2Fmenu01496296647890.jpg,0.5019471402862284,0.5636162764884932,-0.061669136202264774
a single mango sits on a marble counter top,https://www.gardensonline.com.au/Uploads/Plant/1813/mangifera-indica-kensington.jpg,0.6733863240104258,0.609185064558432,0.06420125945199373
the ultimate mango salad is the only thing on this menu,http://www.nothankstocake.com/wp-content/uploads/2016/05/Tangled-Thai-Salad.jpg,0.45756762040778093,0.5250069506743531,-0.06743933026657217
a bottle of kobeda mangoade,https://www.britishonlinesupermarket.com/pub/media/catalog/product/cache/c687aa7517cf01e65c009f6943c2b1e9/7/4/7407-05054267003354.jpg,0.5164310616438549,0.6362730207671425,-0.11984195912328766
a plastic glass bottle of mango juice with yellow cap,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ce13190c-a1f5-44d4-b7d6-52c1e116b77c.jpg,0.5783770158702046,0.7240339390760098,-0.14565692320580514
a cake with yellow frosting in the shape of a mango,https://i.pinimg.com/originals/73/0e/6c/730e6c7e0dcfe4981d0e0eab672a33c4.jpg,0.6534745990442394,0.5496241426973667,0.10385045634687273
"the dish with carrots, cabbage, almonds and mango",https://happykitchen.rocks/wp-content/uploads/2016/04/sauerkraut-salad-mango-6-632x948.jpg,0.46964404143680566,0.5785871050543689,-0.10894306361756328
the end table in solid mango wood with a small iron legs,https://cdn.shopify.com/s/files/1/2334/7987/products/public_283_UPT_195118_3_2048x.jpg?v=1572460655,0.3232877834618744,0.4079785687747815,-0.08469078531290708
black beans and orange slaw with mango salsa in a tortilla,http://loveandgoodstuff.com/wp-content/uploads/2018/10/jerk-black-bean-tacos-v-1024x685.jpg,0.4852323967068813,0.5263809531087945,-0.04114855640191323
the fruit of mango tree,https://thumbs.dreamstime.com/b/mangoes-tree-fresh-fruits-hanging-branches-bunch-green-ripe-mango-mangoes-tree-fresh-fruits-hanging-111720114.jpg,0.6407878056450775,0.7134973546690598,-0.0727095490239823
three chicken tacos filled with mango salsa on a white plate,https://listotic.com/wp-content/uploads/2016/08/hawaiin-crockpot-chicken-recipe-1.jpg,0.46567387055117815,0.5759708588267414,-0.11029698827556322
two mangoes and one cut,https://cmkt-image-prd.freetls.fastly.net/0.1.0/ps/7578790/600/400/m1/fpc/wm1/dqzkhriaz1ncwdprdkaggol4qm02xljeo1f0lczqohyzmxhk2d0bkhpodq1jqsxz-.jpg?1578906752&s=f53c4eb40a9a717d4c5a1e3fdc10e496,0.6022566557658472,0.591069612666253,0.011187043099594174
homemade no churn vegan mango ice cream in a glass bowl,https://i.pinimg.com/736x/c8/c3/91/c8c39136d415e59d7c7a4e8c6471edfc.jpg,0.4599993713409228,0.5797083875792813,-0.11970901623835856
a mango tree full of fruits in the yard,https://live.staticflickr.com/7365/9567299257_434989798d_b.jpg,0.5727606254344426,0.7224117090760911,-0.14965108364164847
mango tree plantation in the farm,https://cmkt-image-prd.freetls.fastly.net/0.1.0/ps/7642609/600/400/m1/fpc/wm1/nuxspztarisuv8gzx9ccqbfjl1hdpnkqayjxjt0nsobolry54puc4jethbuwno3a-.jpg?1579861184&s=5c5140718fc1fb2d71b0d4a8b7b2c22c,0.5243078496873024,0.6722927247933282,-0.14798487510602587
a mango cut into pieces on a plate,https://www.cubesmart.com/blog/wp-content/uploads/mango-cut-open-214268_640.jpg,0.6507552386661671,0.6600024367466044,-0.00924719808043728
"the plate of steak with potato wedges, asparagus and mango salsa",https://www.freshmealplan.com/Content/Images/uploaded/Paleo-Guava-Passonfruit-Stirt-Steak.jpg,0.42613379080712616,0.5665860650282147,-0.14045227422108858
mango smoothie with a straw and garnish in the cup,https://imgix.ranker.com/user_node_img/50099/1001979053/original/sunshine-orange-photo-u1?w=650&q=60&fm=pjpg&fit=crop&crop=faces,0.5315094270746555,0.7116558898773959,-0.18014646280274038
"chick salad in a bowl with cheese, mango, lettuce and chicken",https://cooknourishbliss.com/wp-content/uploads/2014/04/Chicken-chickpea-and-mango-salad-with-cumin-lime-dressing-web-1.jpg,0.37993047761834553,0.5748666355055901,-0.1949361578872446
"a seamless pattern with green mangos and red leaves royalty vector illustration for design, fabric stock illustration",https://thumbs.dreamstime.com/b/fruit-mango-rambutan-seamless-pattern-great-design-any-purposes-hand-drawn-fabric-texture-pattern-healthy-food-background-145680525.jpg,0.4864972208717362,0.43791283845348966,0.04858438241824653
a man wearing the new sued bomber jacket from mangoes,https://st.mngbcn.com/rcs/pics/static/T6/fotos/S20/67054382_35_D1.jpg?ts=1583319842975&imwidth=412&imdensity=2,0.42645763936959247,0.4449473181756175,-0.018489678806025034
how to cut a mango with cubes,http://im.rediff.com/money/2011/oct/27mango2.jpg,0.4775774709057399,0.5692971065500025,-0.09171963564426266
mango trees with green fruit on them,https://t1.thpservices.com/previewimage/gallage/669972cabadb97e256db7e3751991dc0/mwo-mw000239.jpg,0.6885840913271203,0.7521366643753974,-0.0635525730482771
a young mango tree on the grounds of the garden,https://i.pinimg.com/736x/37/18/56/3718561e491ed0bbea69a7f9c02c23f4--mango-tree-citrus-trees.jpg,0.5542415027273294,0.6450775416420986,-0.09083603891476921
a bed or beds in a room at blue mango cottage,https://q-cf.bstatic.com/images/hotel/max1024x768/224/224964669.jpg,0.3609761086256341,0.41460025031851055,-0.05362414169287644
a peach and mango smoothie garnished with oranges,https://www.herecomesthesunblog.net/wp-content/uploads/2017/01/tropical-fruit-smoothie-2.jpg,0.625389832024738,0.6561788420707912,-0.030789010046053278
a slice of mango mousse pie on a plate,https://www.sugarsaltmagic.com/wp-content/uploads/2018/02/Mango-Coconut-Cheesecake-1.jpg,0.5569005656778742,0.6276917055344656,-0.07079113985659147
crab cake with mango salsa,https://static01.nyt.com/images/2010/08/22/nyregion/22DINELI2/22DINELI2-popup.jpg?quality=75&auto=webp&disable=upscale,0.41076162205629096,0.6118650776795554,-0.20110345562326448
a glass of green mango lass with the fruit in the background,https://www.thegardengrazer.com/wp-content/uploads/2015/03/tropicalsmoothie2-1-683x1024.jpg,0.6282558974532633,0.6082226661557217,0.02003323129754153
a bed or beds in a room at mango tree resort,https://q-cf.bstatic.com/images/hotel/max1024x768/289/28998107.jpg,0.39241404169330046,0.46720236253795683,-0.07478832084465636
how to draw a mango,https://cdn.statically.io/img/i.pinimg.com/originals/7b/db/6a/7bdb6a74b991465ab60fe56b9d92fb99.jpg,0.5315263299156096,0.5591671884664444,-0.027640858550834868
mangoes hanging on the tree,http://l7.alamy.com/zooms/654e40977be841749413c018e53eaf96/green-mangoes-on-a-tree-sabah-malaysia-cwgajt.jpg,0.635082790391796,0.8527762581290094,-0.21769346773721332
green mango hanging on the tree with a blurry background in sunlight,https://thumbs.dreamstime.com/b/closeup-green-mango-tree-thailand-119460054.jpg,0.6486455988717815,0.6774902375578838,-0.02884463868610232
the urban fray round mango coffee table,https://cdn.shopify.com/s/files/1/2094/5201/products/UPT-32180_8_600x.jpg?v=1571932943,0.3903374100323886,0.4716609644754781,-0.08132355444308953
chicken salad with mango salsa,https://i.pinimg.com/originals/9c/71/39/9c7139c2a3bca5655bbe0b69e5da5abe.jpg,0.42683758387366943,0.660270526458142,-0.23343294258447256
"a close up image of slices of mango, with the words ` `'' mango calms the nervous",https://i.pinimg.com/originals/36/1f/cd/361fcd72b527020d7136307085cfa204.jpg,0.5895334913344247,0.5188362531792637,0.07069723815516094
a mangofruit on a stick in a market,https://img.freepik.com/free-photo/fruit-punctured-stick_1122-1255.jpg?size=626&ext=jpg,0.5986416106342348,0.6117031229085954,-0.013061512274360587
a bowl of oatsmeal with sliced mangoes and yogurt,https://media.timeout.com/images/102997829/image.jpg,0.4675072554782883,0.6191046264108248,-0.15159737093253645
a young mango tree with its branches being trained to be planted,https://www.krishisewa.com/images/articles/2013/guava011.jpg,0.5233281036437697,0.6368052452032149,-0.11347714155944522
small green fruits hang from the branch of a mango tree,https://thumbs.dreamstime.com/b/flowers-mango-tree-garden-119339034.jpg,0.6241508603712977,0.7323538599856141,-0.10820299961431634
a bowl full of chopped mangoes,https://www.icecreamnation.org/wp-content/uploads/2016/05/IMG_4967-1024x768.jpg,0.636137465216667,0.7675386992011671,-0.1314012339845001
two mango halves with one cut in half and a leaf next to it,https://us.123rf.com/450wm/volff/volff1108/volff110800083/10298906-mango-with-section-on-a-white-background.jpg?ver=6,0.5862942311190164,0.5771707646833454,0.009123466435670968
cubes of mango on white background,https://us.123rf.com/450wm/nbvf/nbvf1608/nbvf160802399/60995170-pile-of-yellow-mango-fruit-cube-bits-isolated-over-the-white-background.jpg?ver=6,0.7681051679504859,0.5743519288200506,0.1937532391304353
the perfect cropped skinny pants by mango collaborative,https://media.glamour.com/photos/5c7f6e39cc85bf014ae410ab/master/w_400%2Cc_limit/Suit%2520Trousers%2520Mango.jpg,0.3568561687341367,0.3663177346458259,-0.009461565911689174
the body shop mango body mist,http://imbbpullzone.laedukreationpvt.netdna-cdn.com/wp-content/uploads/2015/03/The-Body-Shop-Mango-Body-Mist-3.jpg,0.47857447490092664,0.452218268498969,0.026356206401957627
mango character with an envelope vector illustration royalty illustration,https://thumbs.dreamstime.com/b/envelope-cartoon-mango-character-white-background-vector-illustration-envelope-cartoon-mango-character-157089786.jpg,0.49923777347964976,0.4835114701374337,0.015726303342216086
a white bowl full of mango avocado salsa on a cutting board,https://i2.wp.com/www.yummymummykitchen.com/wp-content/uploads/2018/03/99cc1-mango-avocado-salsa-6.jpg,0.5789802979315029,0.7856131430728978,-0.2066328451413949
mango wood storage cabinet with 2 open compartments for items in natural color,https://cdn11.bigcommerce.com/s-hvh60cxexg/images/stencil/500x659/products/158/402/public_283_UPT_195279_1__43900.1572987462.jpg?c=1,0.38128293476467334,0.3964153625332841,-0.015132427768610734
mangoes hanging from the branch of a tree,https://media.gettyimages.com/photos/two-mangos-hanging-on-tree-in-a-tropical-country-during-summer-time-picture-id462059708?s=612x612,0.6212253336284344,0.8172127585096551,-0.19598742488122078
"the mango cut into pieces, sitting on a black plate, is ready to be eaten",http://i.dailymail.co.uk/i/pix/2017/03/15/21/3E48CB7600000578-4315168-image-a-39_1489614611894.jpg,0.6090219429302896,0.6381634730735218,-0.029141530143232286
the owl mango,https://cdn.shopify.com/s/files/1/0089/3262/2400/products/Gravy_The_Owl_480x480.JPG?v=1545981839,0.5417103474408596,0.5006997842475139,0.04101056319334562
two glasses of mango and lime smoothie with two spoons,https://pinchofyum.com/wp-content/uploads/mango-lassi3.jpg,0.5068771800535354,0.6598958367259858,-0.1530186566724504
"two mexican salmon tacos filled with avocado, mango, and salsa on a white plate",https://thelemonbowl.com/wp-content/uploads/2016/03/Pulled-Chicken-Tacos-with-a-Citrus-Salsa-an-easy-taco-recipe-1.jpg,0.43038926243399717,0.557357577063849,-0.12696831462985186
"the salad with grilled mangos, avocado and fresh spinach",https://images.happycow.net/venues/500/39/20/hcmp39209_361897.jpeg,0.4641777710951908,0.5495138721121751,-0.08533610101698424
happy green mango character holding a bulb,https://cdn5.vectorstock.com/i/1000x1000/65/59/have-an-idea-guava-mascot-cartoon-style-vector-19526559.jpg,0.5469932934971051,0.4694475855452728,0.0775457079518323
"a bowl filled with blueberries, mangoes and granola",https://www.willcookforsmiles.com/wp-content/uploads/2016/07/Mango-Lychee-Fruit-Bowl-1-from-willcookforsmiles.com_.jpg,0.4657897897925763,0.6601802533061767,-0.1943904635136004
a glass of orange mango ginger smoothie on a table with fresh carrots and ginger,https://www.urbanblisslife.com/wp-content/uploads/2018/01/Mango-Strawberry-Carrot-Smoothie-Set.jpg,0.5770619784201575,0.6212546459652579,-0.04419266754510043
baby sitting on the floor surrounded by mangoes,https://t1.thpservices.com/previewimage/gallil/2102c80d7ff2fa86f1f81ff166f41f07/pnt-20070602-sa0732.jpg,0.540075301811914,0.5924941527324862,-0.05241885092057219
ripe mango in a basket with leaves isolated on white background stock photos,https://thumbs.dreamstime.com/b/yellow-mango-beautiful-skin-basket-white-background-118293234.jpg,0.701777713762361,0.6265726397366521,0.07520507402570886
