dataset_caption,pos_sims,neg_sims,url
a stack of four organic cotton towels with their arms folded,0.7475426825894813,0.5656749206348952,https://cdn.shopify.com/s/files/1/0093/5372/products/Green-Towel-Group-Stack_af1cf948-fad4-4372-a820-e8c159c3ee55_400x400_crop_bottom.jpg?v=1571438634
a bathroom that has green towels on the shelf,0.5673877997423741,0.5758961514896499,https://hausratversicherungkosten.info/wp-content/uploads/2019/10/An-Innovative-Ikea-Bathroom-Storage-For-Clutter-Free-9.jpg
towels piled on top of each other in a hotel,0.7057072163514393,0.6427199396276813,https://media-cdn.tripadvisor.com/media/photo-s/04/b2/c0/c6/old-dusty-fleece-blanket.jpg
a bed sitting in a bedroom with many towels on top of it,0.6213783387500926,0.6122448645762526,https://r-cf.bstatic.com/images/hotel/max1024x768/238/23858128.jpg
a bed with white towels and other items,0.6806993630734733,0.617511054783409,https://q-cf.bstatic.com/images/hotel/max1024x768/223/223121891.jpg
two champagne glasses next to two towels and sunglasses,0.4921287431453309,0.4865550334469043,https://clients.spherexx.com/common/dynamic.asp?p=/common/uploads/www_apartmentwebsites_com/property_photos/965709-pho-bigstock--223373392.jpg&w=1&mw=900&h=1&mh=750
two colorful towels are displayed in front of a white bathroom tile,0.6039404289483875,0.5826454180223184,https://cdn.remodelista.com/wp-content/uploads/2018/10/bole-road-textiles-bath-mats-1466x1089.jpg
a bed with towels on it next to a window,0.5634801716528821,0.6209464087183493,https://r-cf.bstatic.com/images/hotel/max1024x768/204/204307964.jpg
a bed with towels on it next to a window,0.5634801716528821,0.6209464087183493,https://r-cf.bstatic.com/images/hotel/max1024x768/143/143623246.jpg
the inside of a building with spa towels and furniture,0.5266383023517365,0.529981688210603,https://s3.amazonaws.com/hotel-images-v1/img/hotellistings/THE-LOCAL-HOTELS-MAZATLAN--20180816121422_P.jpg
stacks of old paper towels displayed in a stall at the wholesale market photographic photographic photographic photographic displayed photographic photographic photographic,0.5688217686388942,0.4946969474312278,https://imgc.artprintimages.com/img/print/a-tray-full-of-war-memorabilia-engraved-zippo-lighters-dog-tags-bullets-and-ancient-coins_u-l-p3r9hh0.jpg?LID=58&h=550&w=550&background=fbfbfb
a towel shelf on the wall with towels and two blue towels,0.6201927531178411,0.5878791376315459,http://www.fantasticviewpoint.com/wp-content/uploads/2017/04/406396-teak-towel-shelf-634x634.jpg
"bottles of deternish, cleaning paper towels and a glass pitcher with lemonade",0.35795270168409066,0.304474983633795,https://historicalsewing.com/wp-content/uploads/Vodka-bottle-425x600.jpg
a stack of towels on top of a bed in a hotel room,0.7891614926602469,0.7012647002519612,https://q-cf.bstatic.com/images/hotel/max1024x768/276/27634769.jpg
towels and toilet paper are placed on a shelf in a bathroom,0.5567461237750693,0.6206591720124119,https://media-cdn.tripadvisor.com/media/photo-s/08/92/f9/c9/rooms-are-roomy-and-pleasant.jpg
a small bathroom with white towels on the walls and white appliances,0.5550251314081962,0.5402534196934378,https://r-cf.bstatic.com/images/hotel/max1024x768/215/215022170.jpg
"the bedroom in a cabin with a bed, a window, and two towels on it",0.4798278592218234,0.5206891571699065,https://r-cf.bstatic.com/images/hotel/max1024x768/208/208202622.jpg
two beds with towels and a chair in the corner,0.5334663476541609,0.5707240171129521,https://r-cf.bstatic.com/images/hotel/max1024x768/183/183411840.jpg
a spa room with beds covered in towels and two large windows with the sliding glass doors open to the backyard,0.43886470703218095,0.4808435155724578,https://asia361.com/wp-content/uploads/2016/05/DSC0174.jpg
a pile of food and some paper towels on a tray,0.4976820861566917,0.36160859897775327,https://images.trvl-media.com/hotels/21000000/20120000/20115700/20115640/0756f353_z.jpg
"a glass tub with the shower, a concrete bench, and some towels on it",0.47723895247588705,0.46530487819248334,http://www.archiscene.net/wp-content/uploads/2016/01/Concrete-in-the-Swiss-Alps-1.jpg
this is a bathroom that has some yellow towels on the wall,0.5496759956568403,0.5453612685768449,https://odis.homeaway.com/odis/listing/1054b90a-b0fd-40a8-8f26-0063d67fc727.c10.jpg
two white towels with a pink background and a picture of moomies,0.566028982336242,0.616888341581253,https://i.pinimg.com/736x/5d/23/36/5d2336f84708704a5c758e81bcfb8644--soft-towels-tove-jansson.jpg
a set of towels hanging up against a white wall,0.7057080071628007,0.6104127619047035,https://odis.homeaway.com/odis/listing/bd0412a5-f06a-47f3-8a6c-54e11ab7ca92.c10.jpg
a bed in a room with two towels on it,0.602124760118541,0.6788372996407938,https://r-cf.bstatic.com/images/hotel/max1024x768/179/179420873.jpg
two white towels on a bed in a hotel room,0.6960929793973735,0.7124829486195621,https://g.foolcdn.com/image/?url=https%3A%2F%2Fg.foolcdn.com%2Feditorial%2Fimages%2F566851%2Fhotel-bed.jpg&w=700&op=resize
a white sink with pink towels next to it,0.5866213248497796,0.464191188446164,https://r-cf.bstatic.com/images/hotel/max1024x768/169/169270488.jpg
a bathtub in the corner of a bathroom with white towels on the wall,0.573644629810065,0.5627696752597842,https://www.amazadesign.com/wp-content/uploads/Home-Interior-Design-Ideas-of-a-Bathroom-with-Bathtub-Marble-Floor-Mirror-Toilet-and-Towels-Rack.jpg
a basket with some towels on it that says no linen closet no problem,0.5415239557301343,0.4865804335525906,https://briarpatchblog.com/wp-content/uploads/2019/11/linen-closet-feature-image-1.jpg
a laundry deter bottle and towels in a white basket,0.6058509541113466,0.5013385738727407,https://img.freepik.com/free-photo/laundry-basket-with-detergent-bottle-pile-clean-towels-white-table-isolated-blue-background_154515-121.jpg?size=626&ext=jpg
a tray of towels and fruit on a bed,0.5472370090917005,0.6630686280517318,https://r-cf.bstatic.com/images/hotel/max1024x768/180/180987308.jpg
two baskets of seagrass and white towels on the kitchen counter,0.5676613454643249,0.4413834124913133,https://i.pinimg.com/originals/e1/92/c6/e192c6f74c3f538ce9d793a6e7d8cbb4.jpg
two chairs and a table with towels on it in front of a window,0.5006306663539326,0.5004535994523873,https://q-cf.bstatic.com/images/hotel/max1024x768/219/219998555.jpg
"a bathroom with shower stall, towels and linens",0.4951785258037566,0.45507605136507867,https://images.trvl-media.com/hotels/13000000/12330000/12325900/12325864/6e47ff00_z.jpg
a small bathroom with white towels hanging from the ceiling,0.597981270341355,0.6002040606268635,https://media-cdn.tripadvisor.com/media/photo-s/09/4e/96/53/laura-ashley-the-manor.jpg
"towels on a tray next to candles, a flower, and a tray with an orchid",0.5448929929113806,0.6876489236426409,https://thumbs.dreamstime.com/b/rolled-hand-towels-tray-next-to-lighted-candles-bouquet-tulips-spa-salon-rolled-hand-towels-tray-108459014.jpg
a sink with towels on it in a room,0.6158733514991352,0.5940446241131826,https://interiordesign4.com/wp-content/uploads/2015/04/5-Things-You-Need-Most-to-Achieve-the-Best-Repaint-Makeover-for-Your-Bathroom-111.jpg
an image of homemade handmade tea towels and a bowl with powder on it,0.5319134827796373,0.48244210977091306,https://www.lifenreflection.com/wp-content/uploads/2018/07/lifenreflection_garbage-deodorizer-pods_2.jpg
a bed with yellow sheets and towels on top of it,0.5641715694287375,0.5869467399965714,https://q-cf.bstatic.com/images/hotel/max1024x768/935/93584015.jpg
a girl is on a bed with towels folded into the shape of an elephant,0.5403112679928784,0.5485803304288367,http://static.flickr.com/1324/1082661875_8b3b1490b2.jpg
a close up of towels stacked on top of each other,0.7714027099559974,0.5673816662657601,http://static.flickr.com/5250/5203739238_e30d7c69b9.jpg
the blonde beauty has had her pink bikini covered up by white towels on the beach,0.389487693539427,0.6162652529400298,https://lh3.googleusercontent.com/proxy/30gAQqlAgKliZwVYP6OnWPbr5B9bkaVWKaP_QuFYX7hBHKig8SwjyKyRAsDlJZSrZwpUmq1uadLOxlgJoH2drun4a1kl_5lrILX1fgb9Mz8QoW-WNCGbkpiYjYPGJlGOHr_Lz4nbxV7pAqREHmcSFyLRkw=s0-d
this is a very pretty bathroom with some towels on the towel rack,0.5576174767036081,0.6542689859691724,https://i.pinimg.com/736x/cb/7d/24/cb7d247ec1b09988d7005cf02f6e2f86--hand-towels-bathroom-spa-like-bathroom.jpg
towels and toilet in a bathroom with green walls,0.5343193775027151,0.5575189275208525,http://l7.alamy.com/zooms/3149de3ec5d84b5a9eae4e7d09cdfe36/mosaic-tiling-above-basin-in-economy-style-bathroom-with-a-basket-ew70an.jpg
a stack of three towels on top of each other,0.8025624488190838,0.49233281481439584,https://s-media-cache-ak0.pinimg.com/originals/5b/03/20/5b0320c2c26b9539ea40ef3b659f8906.jpg
the bathroom sink with granite countertops and two towels underneath a mirror,0.4883307158511257,0.4858846966697998,https://images.trvl-media.com/hotels/1000000/900000/895200/895163/e389dc81_z.jpg
"a bathroom with a phone in the shower, and towels hanging on hooks",0.6653796677427807,0.5737179011847762,https://q-cf.bstatic.com/images/hotel/max1024x768/188/188068364.jpg
two figures wearing paper towels in front of a house,0.3910640400886996,0.4807218681169833,https://i.kym-cdn.com/photos/images/newsfeed/001/499/430/057.jpg
a bed with folded towels on it in a hotel room,0.6483702541499089,0.7349047033524593,https://q-cf.bstatic.com/images/hotel/max1024x768/250/250470825.jpg
a woman laying in a chair with towels on it,0.5162216730731637,0.47287341919569836,https://filmforum.org/do-not-enter-or-modify-or-erase/client-uploads/_1000w/zou-zou-slide-4.jpg
a booklet with images of how to fold towels and text,0.5930859860086454,0.509654520378148,https://cdn.shopify.com/s/files/1/0090/8453/4899/products/il_fullxfull.485999988_t7gn_1024x1024.jpg?v=1530983450
towels are folded up on a bed,0.6823713596322525,0.6899222895603643,https://r-cf.bstatic.com/images/hotel/max1024x768/175/175094904.jpg
a bed with two towels on it and a jacuzzi tub in the middle,0.5328779810165803,0.5898485842764409,https://r-cf.bstatic.com/images/hotel/max1024x768/157/157650866.jpg
the bed is decorated with a lot of white towels and flowers,0.5769696184175235,0.7167838802554583,https://r-cf.bstatic.com/images/hotel/max1024x768/248/248509264.jpg
burning candles in front of a group of towels and towels on the table stock images,0.48542222657776546,0.46191172879544234,https://thumbs.dreamstime.com/b/aromatherapy-candles-spiritual-relaxation-spa-20688809.jpg
two towels and a folded towel are on a shelf in a bathroom,0.6399798654615749,0.6225952979808725,https://images.trvl-media.com/hotels/7000000/6280000/6271100/6271076/1aa3edd4_z.jpg
a pile of green towels with a flower on it,0.6800759645218422,0.6508708714239312,http://l7.alamy.com/zooms/1c5cab08c27c4f778ed6dcf385f77e38/a-green-towel-rolled-up-with-flower-on-a-white-background-d976j6.jpg
a bathroom with two shelves on the side and three towels in the middle,0.5599588485980326,0.6084857491988872,https://i.pinimg.com/736x/56/4e/a5/564ea550b31e2049eb952a49e21b93d6--bachelor-master-bachelor-pads.jpg
a bed with two folded towels on top of it,0.7072251004508996,0.6422057930415419,https://media-cdn.tripadvisor.com/media/photo-s/06/58/a5/35/turquoise-resort-hotel.jpg
a bed with two folded towels on top of it,0.7072251004508996,0.6422057930415419,https://aiyanaretreat.com.au/wp-content/uploads/2014/06/luxury-bed3.jpg
stack of towels with yellow flowers on top,0.7278315679230833,0.6773491047244676,http://l7.alamy.com/zooms/20c2c0b2df1846a1b3a69116f68a3302/a-pink-towels-stacked-with-yellow-flowers-isolated-on-white-background-b1h95a.jpg
the towels in white,0.7245432479913357,0.6046115894483529,https://static.zarahome.net/8/photos3/2018/V/4/1/p/0011/013/806/0011013806_1_1_3.jpg?t=1512467181173
a bedroom has two bed and some white towels on the bed,0.5778038792471459,0.5391432345510275,https://media-cdn.tripadvisor.com/media/photo-s/04/50/80/30/the-pool-bed-breakfast.jpg
five colored towels in a basket,0.5815655310585471,0.5345642284148429,https://img.freepik.com/free-photo/rolled-clean-towels-basket-floor-laundry-day_92397-183.jpg?size=626&ext=jpg
the room with two towels on the bed,0.574340507830244,0.6509098158934726,https://q-cf.bstatic.com/images/hotel/max1024x768/236/236989442.jpg
some towels stacked on a shelf,0.7569373010753407,0.6040422925049144,https://newenglanduniform.com/wp-content/uploads/2019/01/Towel-Service.jpg
"a person holding out a laundry basket with some towels inside, in front of the washing machine to wash the",0.4645901435860877,0.38535395420136725,https://thumbs.dreamstime.com/b/man-takes-out-laundry-washing-machine-vector-illustration-man-takes-out-laundry-washing-machine-vector-127361716.jpg
a bed with towels and towels on it,0.6469412726246098,0.6873733826237381,https://q-cf.bstatic.com/images/hotel/max1024x768/376/37649339.jpg
a bed with towels sitting on top of it,0.6661082785388256,0.6596428729989167,https://r-cf.bstatic.com/images/hotel/max1024x768/213/213484332.jpg
"the front of an iron wire basket for storing clothes, towels and more",0.4357332191921144,0.44050586543194403,"https://m.media-amazon.com/images/I/81as0JlKlKL._SR500,500_.jpg"
two towels are sitting on a rack in a bathroom,0.6116780225971324,0.7141874046185221,https://media-cdn.tripadvisor.com/media/photo-s/03/e4/df/bf/missing-bars-on-shower.jpg
a bed with some towels on it,0.6485920330423841,0.6623496980341366,https://r-cf.bstatic.com/images/hotel/max1024x768/238/238727876.jpg
towels folded on a bed,0.7109715947434778,0.725393383567551,https://r-cf.bstatic.com/images/hotel/max1024x768/223/223865591.jpg
a couple of twins are sitting in towels and they are wearing their names for a girl or boy,0.3923852368977047,0.5355842131728861,http://cdn-webimages.wimages.net/0517edc39549da582170a685a9930aac849aae-wm.jpg?v=3
two towels on the bed decorated with flowers,0.5624608366413696,0.8339178613142577,https://r-cf.bstatic.com/images/hotel/max1024x768/992/99266883.jpg
the room is decorated with two swan shaped towels on the bed,0.4825976209576736,0.6287434182490914,https://q-cf.bstatic.com/images/hotel/max1024x768/140/140588322.jpg
the large glass door bathroom cabinet is shown with white towels and other essentials,0.5069689812562284,0.4833716909891946,https://i.pinimg.com/originals/3f/4c/f9/3f4cf9a595864880f9a9a1add4beba1a.jpg
a wooden shelf that has two towels on top,0.5964593788026419,0.5957435243504235,https://mobileimages.lowes.com/product/converted/100045/1000459327.jpg?size=xl
a happy family wrapped in towels is standing together and smiling at the camera,0.46531190446911075,0.4898933432890617,https://previews.123rf.com/images/deklofenak/deklofenak1104/deklofenak110400115/9405169-family-portrait-in-robes-on-a-white-background-Stock-Photo.jpg
a white toilet and some towels on the wall,0.6373774757260634,0.5316688936042006,https://odis.homeaway.com/odis/listing/a6f58729-1191-48be-ab5d-dad008947e36.c10.jpg
a hotel room with a bed and two towels on it,0.5721707557656456,0.7060481313003766,https://r-cf.bstatic.com/images/hotel/max1024x768/204/204693538.jpg
a stamped tea towels using stamps made from food,0.3799738518535694,0.40581812105503273,https://thecraftyblogstalker.com/wp-content/uploads/2020/02/stamped-tea-towels-1-729x1024-1-500x702.jpg
towels hanging from clothesline,0.6830834202210329,0.5366045083183374,https://cdn.shopify.com/s/files/1/0093/5372/products/GroupShotsQuilts21024X1024_1000x1000_crop_right.jpg?v=1571438621
the laundry closet is empty and the towels are left out,0.5247651625061037,0.4051827193192146,https://storage.googleapis.com/thdblog-media/wp-content/uploads/THD_Laundry_54.jpg
"a bedroom with two beds, towels and furniture",0.45232344330392366,0.49208766440714397,https://q-cf.bstatic.com/images/hotel/max1024x768/187/187924620.jpg
stacked colorful towels sitting next to a towel pole,0.6991196692080902,0.524480680977105,http://static.flickr.com/5249/5203741714_dba9e85cde.jpg
two towels that are shaped like letters on a towel,0.5679072358401636,0.6345283988607157,https://i.pinimg.com/736x/7f/45/98/7f4598ce53dfdc22439e26318d0e9b87--dish-towels-hand-towels.jpg
a black and white photograph of a couple of towels on top of each other,0.6723188741854063,0.5243980998538833,https://thumbs.dreamstime.com/b/abstract-grunge-indonesian-batik-pattern-black-white-contrast-grainy-abstract-grunge-indonesian-batik-pattern-use-as-165782941.jpg
a bed with towels and flowers on top,0.5583701074524279,0.8000575346578409,https://q-cf.bstatic.com/images/hotel/max1024x768/236/236449346.jpg
the bathroom has towels on the ground near the sink,0.546996568069632,0.5188394077453284,http://pointslounge.com/wp-content/uploads/2017/05/Hotel-Bathroom-Towels-Waiting-Housekeeping.jpg
two towels shaped like swans in a hotel room,0.5680934838421591,0.6651211176185343,https://www.maibad.com/images/slider/zimmer/zimmer-preise-maibad-03.jpg
the person luxury hotel and spa towels on a table,0.556664554384057,0.619174327845156,https://cdn.shopify.com/s/files/1/0093/5372/products/The_Plush_Beige_Towel_400x400_crop_bottom.jpg?v=1572472906
a bed with towels folded in front of it in a hotel room,0.6212606723519661,0.7227403447280117,https://q-cf.bstatic.com/images/hotel/max1024x768/164/164658319.jpg
a bed with two towels on it and one folded up,0.6855405072638229,0.6485898196160215,https://media-cdn.tripadvisor.com/media/photo-s/02/c0/ba/57/the-boat-hotel.jpg
a bed with towels and light shades on it,0.5306194500752554,0.6224982377341286,https://r-cf.bstatic.com/images/hotel/max1024x768/181/181142138.jpg
a laundry room with stacked towels and a shelf in the middle,0.6509464628707562,0.5135863415873633,https://i1.wp.com/nestingwithgrace.com/wp-content/uploads/2020/01/Laundry-Room-Ideas-Wallpaper-in-Laundry-Room-143.jpg?resize=1160%2C1740&ssl=1
a bed with towels on the top of it,0.658144938934338,0.6696355265173747,https://q-cf.bstatic.com/images/hotel/max1024x768/163/163896330.jpg
a bed with towels and flowers on it,0.5325678582945406,0.8014327360075254,https://r-cf.bstatic.com/images/hotel/max1024x768/198/198373174.jpg
there is a table with benches and a table that has towels hanging from it,0.520312593122804,0.45272366074985976,http://static.flickr.com/2386/2263989210_6928328262.jpg
lavender and spa essential oil and towels with lavender flowers,0.45297021171884483,0.5539535275946001,http://l7.alamy.com/zooms/4b9cd395e4fd482e99c950c89b9b75fe/spa-set-with-a-lavender-on-a-white-background-cye96y.jpg
"a bed with white and green accents, a blue blanket, a pair of towels and a green flower on",0.5340374310695388,0.6259417750413598,https://q-cf.bstatic.com/images/hotel/max500/100/100178831.jpg
two kitchen towels folded with the tag,0.6089588641567609,0.56694878057994,https://images.squarespace-cdn.com/content/v1/5c5b9e74797f744d2ccbfe38/1562186919531-05VO6Z9JXRIGRU3V4S8R/ke17ZwdGBToddI8pDm48kGDpvalPb1SqHoCn1hwN0Y57gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmQPoRzxSr1hzN-vPBHt7YyLLXgctAyUJRqJUUGWVDK_ZzIgvsybGcZEPqUYiXY8im/kitchen_towel_desat_copy.jpg?format=1000w
the bed in the suite with two towels on it,0.5456457034800377,0.6604116949145824,https://q-xx.bstatic.com/xdata/images/hotel/840x460/228019543.jpg?k=feb83f93c5f76125acf5b0481bbf3c12a716bd9f705c8bdd791da0d7dcc9c99b&o=
"a bed with a patterned quilt, towels and pillows",0.5404251916222359,0.6193941921532492,https://r-cf.bstatic.com/images/hotel/max1024x768/195/195596878.jpg
a man and two women walk along the beach with towels in their hands,0.3386908133379101,0.5220471473785724,https://i.pinimg.com/originals/fc/39/a5/fc39a546bb6827bc7844a5059b776764.jpg
a bathroom sink with white towels and a black granite counter,0.5082175402557746,0.48798187986310015,https://q-cf.bstatic.com/images/hotel/max1024x768/854/85403827.jpg
towels hanging on a wall shelf,0.719403597379007,0.6499972947962059,https://www.thewoodgraincottage.com/wp-content/uploads/2016/10/Master-Bathroom-Shelf-Makeover-by-The-Wood-Grain-Cottage-31-682x1024.jpg
a washer and dryer filled with towels in a laundry room,0.5816227866357434,0.4530678148632821,https://i0.wp.com/ablissfulnest.com/wp-content/uploads/2016/03/DIY-Floating-Shelves-25-Laundry-Room-Organization-Ideas-via-A-Blissful-Nest.jpg?resize=600%2C876&ssl=1
"a bathroom with a toilet and sink, towels hanging on the rack",0.6233537414050027,0.6727115522682072,https://q-cf.bstatic.com/images/hotel/max1024x768/159/15902047.jpg
two towels hang on a glass shelf over the sink,0.6579990780561344,0.585153745406328,https://media-cdn.tripadvisor.com/media/photo-s/06/68/b4/e0/northfield-hotel.jpg
a shelf with many towels and towels hanging from a towel rack,0.6286147257070143,0.6672677601648442,https://cdn.shopify.com/s/files/1/0093/5372/products/White_Beige_Zoom_Hooks_400x400_crop_bottom.jpg?v=1571438638
folded towels and hearts are displayed on a bed,0.6017997200756822,0.6519802043303636,https://media-cdn.tripadvisor.com/media/photo-s/04/43/53/dc/holiday-village-rhodes.jpg
tea towels hang on the kitchen cabinets,0.5769188014717213,0.47858907553892205,https://housefulofhandmade.com/wp-content/uploads/2018/11/diy-tea-towels-11.jpg
pope person looking at towels and blankets during his meeting with president of the republic of guinea january 21 2006,0.34570959805408197,0.351474978519636,https://media.gettyimages.com/photos/pope-francis-exchanges-gifts-with-ethiopian-prime-minister-abiy-ahmed-picture-id1085828496?s=612x612
"a bathroom with a white sink, white towels and gray tile",0.5518788555449174,0.5035943106317299,https://andreacarini.files.wordpress.com/2013/02/557_560.jpg?w=584&h=428
three christmas tea towels and the same towel is on a wooden table with holly branches,0.5094893350355582,0.4416619804443903,https://www.touchofclass.com/images/xl/H558-001.jpg
towels left in the yard on top of their own home,0.5021406171714258,0.4477210810484152,http://i.dailymail.co.uk/i/pix/2016/07/25/06/3691AE6600000578-3705679-image-a-137_1469425263606.jpg
a bed sitting under a window with towels on top of it,0.58250173915555,0.6039908600734653,https://q-cf.bstatic.com/images/hotel/max1024x768/141/141821524.jpg
a stack of towels on a bed,0.8239837555764905,0.67096442348422,https://img.freepik.com/free-photo/stack-towels-with-flower-decor-hotel-room_93675-7960.jpg?size=626&ext=jpg
a stack of towels on a bed,0.8239837555764905,0.67096442348422,https://thumbs.dreamstime.com/b/towel-bed-bedroom-30261482.jpg
a female athlete with towels at the gym,0.4660275014437184,0.4900583337404954,https://img.freepik.com/free-photo/cheerful-sportswoman-smiling-camera-smith-machine-gym_1098-18906.jpg?size=626&ext=jpg
bathroom towel rack with two hand towels on it,0.6020937738026669,0.7380867820245324,https://www.swoonworthy.co.uk/wp-content/uploads/2014/06/IMG_7836.jpg
a black and blue mesh bag with white towels in it,0.5746354711453023,0.5204385738845453,https://images.homedepot-static.com/productImages/4f6264a7-2566-4c6c-bcfa-a90dc97ae872/svn/broadway-bath-bathroom-organizers-mt3093tl-64_400_compressed.jpg
two white towels hanging on a closet,0.6766400782082782,0.5457657008376792,https://www.hotel-strobl.com/images/slider/preise-angebote/detail-sonnenuhr.jpg
maid holding towels in the hotel room,0.5319957572214737,0.5982838949436782,https://img.freepik.com/free-photo/hotel-maid-taking-fresh-towels-from-housekeeping-cart_171337-12729.jpg?size=626&ext=jpg
some towels and a toothbrush sit in front of a bathroom mirror,0.5578556027835805,0.5279123404587448,http://static.flickr.com/5169/5203740970_f9aa69dcda.jpg
women who are in the water with towels on,0.4512054831612234,0.5489226750506302,http://www.lonelyplanet.com/news/wp-content/uploads/2017/03/LPT0210_021-e1490009735490.jpg
the blue balcony with red and white towels hanging on the washing line person displayed on a wall,0.5201615838128144,0.47889366278728235,https://imgc.artprintimages.com/img/print/clothes-hung-out-to-dry-on-a-blue-wall-hoi-an-quang-nam-province-vietnam_u-l-q1bpzlx0.jpg?LID=60&h=550&w=550&background=fbfbfb
four different color towels on a cutting board,0.5565865709190846,0.49331737537163645,https://i.etsystatic.com/20864242/c/1735/1379/0/281/il/30d50f/2117540084/il_570xN.2117540084_fs7r.jpg
the juice and towels in the seat of an airplane,0.41925792013467295,0.40697810663058387,https://lajollamom.com/wp-content/uploads/2020/01/egyptair-business-class-predeparture-juice-drink-scaled.jpg
white towels hanging on a bathroom towel rack,0.6939491476923819,0.7260207511094074,https://greenwithdecor.com/wp-content/uploads/2018/01/easy-affordable-bathroom-updates-2.jpg
woman in white robe and towels on an airplane,0.4881112271374642,0.42656973169465606,https://assets.vogue.com/photos/58918fc0e8e3104f57c74421/master/w_1600%2Cc_limit/ways-to-stay-comfortable-when-flying.jpg
seashells and spa towels laid out on a wooden surface,0.5371256121009202,0.5318572195589623,https://thumbs.dreamstime.com/b/colored-crystals-sea-salt-towels-burning-floating-candles-shells-corals-light-blue-wooden-background-spa-treatment-162129434.jpg
"the white sink cabinet is located underneath the wooden cabinet, under which there are several beige towels and two black",0.48641199459035517,0.40142283402826195,https://ak1.ostkcdn.com/images/products/29567603/18-Inch-Espresso-MDF-Single-Bowl-Ceramics-Top-Vanity-With-U-Shape-Drawer-From-The-VERA-Collection-a8ea920a-8094-4b95-8539-5be3fd251de2_600.jpg?impolicy=medium
a bench and two towels in the bath area,0.5893255238723544,0.5385347778291716,https://r-cf.bstatic.com/images/hotel/max1024x768/367/36774695.jpg
a bathroom with towels and a sink,0.5832852214933262,0.5776956142331973,https://media.apnarm.net.au/media/images/2020/03/29/v3imagesbinacb8f5bc5c0c5b02c418ffde73e1846c-xv8plmha7lkp1z5v2u2_t1880.jpg
two towels sitting on a bed with lamps above,0.5884403852201322,0.6440575556940578,http://static.flickr.com/4070/4581712383_0a4dc52f50.jpg
the towels are made of animals on the beds,0.4751220107403438,0.5785484206896302,https://cdn.cruisecritic.com/aW1hZ2VzL3VzZXItaW1hZ2VzLzU4MDhiZDU4MjhjYjQxNTMxMTIwMDkuanBn/eyJ3aWR0aCI6OTg4fQ/carnival-pride-carnival-40255.jpg
a stack of clean towels with a bar of soap on top,0.7590631174213199,0.5325066155390168,http://l7.alamy.com/zooms/dfd81f5dad354aa18bfb5522c508bbb6/hand-or-face-towels-with-a-bar-of-soap-for-washing-hgbrxy.jpg
a white bath tub with a white shelf and towels on it,0.6355092719645847,0.5375773892098084,https://i.pinimg.com/736x/63/3a/dc/633adc45f997b087712a0e379ee2fa89--towel-bars-towel-rod.jpg
an embroidered bath towel with maroon towels in front,0.5891336898775984,0.6233449805763014,"https://img.playbuzz.com/image/upload/q_100,f_auto,fl_lossy,w_640,c_limit/v1542293323/qrlva57rtqzuopmaee2p.jpg"
a bed that has been made with towels on it,0.6223792572424678,0.6700344283963939,https://r-cf.bstatic.com/images/hotel/max500/166/166683751.jpg
